project,plate,well,embryo,cell,CurvatureEnery,CurvatureEntropy,CurvatureMinimum,Curvature05Percentile,Curvature95Percentile,CurvatureMax,CurvatureMean,CurvatureMedian,CurvatureInterquartileRange,CurvatureRange,CurvatureMAD,CurvatureRobustMAD,CurvatureRMS,CurvatureVariance,CurvatureStd,CurvatureSkew,CurvatureKurtosis,CurvatureUniformity,CellSurfaceArea,CellVolume,CellConvexHullVolume,CellConvexity,CellCenter,CellBSphereCenter,CellBSphereRadius,CellUnitSurfaceArea,CellExposedSurfaceArea,CellMajorAxis,CellMinorAxis,CellLeastAxis,CellElongation,CellFlatness,CellSphericity1,CellSphericity2,CellCompactness1,CellCompactness2,CellSphericalDisproportion,EzrinEnergy,EzrinEntropy,EzrinMin,Ezrin05Percentile,Ezrin95Percentile,EzrinMax,EzrinMean,EzrinMedian,EzrinInterquartileRange,EzrinRange,EzrinMAD,EzrinRobustMAD,EzrinRMS,EzrinVariance,EzrinStd,EzrinSkew,EzrinKurtosis,EzrinUniformity,Ezrin10Percentile,Ezrin90Percentile,EzrinMaximum,EzrinMeanAbsoluteDeviation,EzrinMinimum,EzrinRobustMeanAbsoluteDeviation,EzrinRootMeanSquared,EzrinSkewness,EzrinTotalEnergy,EzrinAutocorrelation,EzrinClusterProminence,EzrinClusterShade,EzrinClusterTendency,EzrinContrast,EzrinCorrelation,EzrinDifferenceAverage,EzrinDifferenceEntropy,EzrinDifferenceVariance,EzrinId,EzrinIdm,EzrinIdmn,EzrinIdn,EzrinImc1,EzrinImc2,EzrinInverseVariance,EzrinJointAverage,EzrinJointEnergy,EzrinJointEntropy,EzrinMCC,EzrinMaximumProbability,EzrinSumAverage,EzrinSumEntropy,EzrinSumSquares,EzrinGrayLevelNonUniformity,EzrinGrayLevelNonUniformityNormalized,EzrinGrayLevelVariance,EzrinHighGrayLevelZoneEmphasis,EzrinLargeAreaEmphasis,EzrinLargeAreaHighGrayLevelEmphasis,EzrinLargeAreaLowGrayLevelEmphasis,EzrinLowGrayLevelZoneEmphasis,EzrinSizeZoneNonUniformity,EzrinSizeZoneNonUniformityNormalized,EzrinSmallAreaEmphasis,EzrinSmallAreaHighGrayLevelEmphasis,EzrinSmallAreaLowGrayLevelEmphasis,EzrinZoneEntropy,EzrinZonePercentage,EzrinZoneVariance,EzrinBusyness,EzrinCoarseness,EzrinComplexity,EzrinStrength,CellUnitEmbryoBSphereCenter,CellUnitEmbryoBSphereRadius,CellUnitEmbryoBSphereRadiusMean,CellUnitEmbryoCellCenter
20220501,102,3,20,6,65291.29159359848,2.2397719982097524,-3.304855595865352,-0.5756534414160713,3.965572030114855,18.62718941379415,1.0387557776341283,0.6429353708225125,1.433033865077241,21.9320450096595,0.62194633897535,0.922097642164854,1.8068106097983607,2.185551014111641,1.4783609214639168,1.8380981029001568,9.084172364862034,0.2921615599999999,2072.9712531095,7564.237272434955,7950.985878717505,0.9513584086071936,"[28.61621501242061, 72.86113309974155, 61.63914602027869]","[28.87582642497436, 72.67541957341183, 63.936953114235294]",17.849220343430865,13.9789834368652,443.1055002277108,27.90111124446099,20.803013981233725,18.546215176362065,0.7455980444278398,0.6647124200131603,0.8989473856317262,1.1124121566884142,0.0452168482561187,0.7264451375107244,1.1124121566884142,115329.30926624784,2.4028024046514456,4.650201294682487,9.138081184640363,24.69401695285065,38.47900690438936,9.82955154835719,7.911812850659637,9.93147175354785,46.55615222404618,2.8931088198104984,4.289323136251045,16.588120681242867,62.235714245582514,4.794875881666817,0.8909763353791149,5.34363425709111,0.2314504929080436,2.010834976658881,20.25619385671994,46.16450585975524,6.056043888391769,-0.3916463642909424,4.059171278105451,12.60380093017157,1.4196017621072394,855152.4120455694,6.721909281271127,13.020014706518362,2.6245863818963397,1.5513369014323553,0.0235528377263197,0.3433242566767395,0.5527118599354296,1.3475522375014457,0.4528710363228683,0.7543978415994143,0.7440260402917149,0.980624081971202,0.9245396303554024,-0.056514236172481,0.3884028054610785,0.4047367006206528,2.5541467097686605,0.2161057995028585,2.8117969035063948,0.3484215958721578,0.3843591731416118,5.10829341953732,2.1079059135088904,0.5774245844671263,7.76595744680851,0.1652331371661385,4.785875961973744,37.7872340425532,1900.9787234042556,18268.6170212766,267.0454116666285,0.0755761360806493,11.0,0.2340425531914893,0.4879669735472633,18.96325289702869,0.0314006903780429,4.580664649319813,0.0647382920110192,1662.3748302399274,9.357808345951897,0.0061339554503135,9.770244835748803,0.1272895675078663,"[0.7442040699807412, 1.8730318654122848, 1.647819183752555]",0.46002016462031287,0.5205773934301227,[0.73751322 1.87781818 1.5885988 ]
20220501,102,3,20,7,92183.84486121526,2.1532444999606573,-5.638858525870022,-1.1275092468755814,4.46925299504215,24.373765692589632,1.0099429313705377,0.6215686404977354,1.719055157150828,30.012624218459656,0.8294084156058305,1.229680916977204,2.1469029421612804,3.589207518435448,1.894520392720925,2.3390431843847805,14.898449295825166,0.292534635,2558.0335003952605,7980.679469192496,10204.775766747904,0.7820533886885991,"[35.224333926312156, 76.72142664788787, 78.8293429611268]","[37.30543286519746, 75.7978549611456, 77.42996596346282]",21.1153876745364,16.64454988079863,1331.595605458071,31.22745297659531,29.847275385548446,13.210060904993124,0.9558024283286476,0.4230271650683117,0.7549841061701467,1.3245311945343596,0.0348021112076664,0.4303416959310803,1.3245311945343596,258149.62763001604,2.549813487069981,2.0472642324827497,7.669904871142257,30.85741946170842,69.72980895785989,8.224084160654863,5.477474692803825,10.859234474157294,58.1547491412763,3.570911475337697,5.294233353335669,17.75003788690984,75.70126794168405,7.578293471171495,1.8480516119541128,6.47286919073891,0.2246290465442574,0.0232405018699851,19.23532903554849,57.143819804864656,6.669235483239001,-1.0109293364116425,4.514228885031557,11.972335955160055,1.6469155155607311,1914147.2201731151,6.131410834348327,25.126807108736983,3.433204547465884,2.0687633635534546,0.0234573872776536,0.3604972920380765,0.6400506877346603,1.461735830378207,0.5627587896119242,0.7256065590081283,0.7121229155741313,0.9818340505380816,0.9242540418473296,-0.0672612044169885,0.4519619785247599,0.4338307357091129,2.420191296484711,0.1735026962869003,3.282879977489874,0.3812487256982642,0.3439701511030021,4.840382592969422,2.42666897039328,0.7602967590087477,14.2,0.1234782608695652,6.467750472589792,44.8,3760.0434782608695,26388.24347826087,881.4916034944112,0.0737620506678134,33.50434782608696,0.2913421550094518,0.5581814495047847,29.4339177144586,0.0361870068957922,5.213721319793801,0.0638534147695724,3514.780642722117,16.670483098335414,0.0030497758990631,15.156097981203958,0.092803722294227,"[0.9614566371912208, 1.9535050296987138, 1.9955687141352683]",0.544197669543413,0.5205773934301227,[0.90782138 1.97730784 2.03163425]
20220501,102,3,20,8,114170.09283364916,2.2335115208250955,-10.190462094596194,-1.4342875618408537,5.132237713323131,23.80503118230317,1.0150277564222374,0.4712599968870002,2.332234496395883,33.99549327689937,1.041929762435973,1.544765065787573,2.3892477145918667,4.678223295374897,2.1629200852955472,1.6157920690646197,8.120489231272705,0.2687450849999999,3523.941428787384,14266.64724809725,18547.64962546085,0.7691889558078047,"[37.566692134362995, 39.00864678867067, 61.29332183117792]","[38.54827754562335, 41.4605893909971, 60.9920967886669]",20.55003929758612,15.567055442679846,978.3432656266846,34.88091901073977,27.583907400525717,23.624328563478905,0.7908021973857019,0.6772851528425905,0.8072413347938772,1.2387869115440453,0.0384772446482893,0.5260295911486405,1.2387869115440455,313869.25412897824,2.85255059602735,1.5921864211738228,8.882929090857978,39.20486938242568,76.11297008550977,10.591657094901691,7.791828982171728,14.494694399961688,70.02807090979772,4.6506475554292095,6.895050065679346,21.820360479659545,117.75764549975368,10.087684473465307,1.80153164654976,6.116733277218577,0.1775528988715802,0.05432599008339,24.46052868286692,68.08498651927393,8.398658852700514,-1.9430843905237871,5.911650672323605,15.1638004970962,1.5237892900161076,2327301.2857096074,7.480342287795446,50.19898816654442,5.998798076258401,3.031642979752919,0.0344477119998438,0.3251126374761534,0.8275246831524445,1.7053763490822629,0.8592358185834069,0.6756609833661906,0.6527975873586667,0.9783872879181976,0.9151672670983564,-0.0525524952664407,0.4344740746995099,0.4484605711876785,2.666165743686935,0.1141696257269657,3.876197342535092,0.3268265824180555,0.2396341703112026,5.33233148737387,2.710958634885487,1.14391897489072,11.368,0.090944,10.979456,58.424,1627.016,16122.552,338.11738807523454,0.0906992418659767,42.344,0.338752,0.6039034309113307,42.79481320640186,0.0329532222210776,5.304360113533327,0.0915750915750915,1507.7696,11.62020540095757,0.0037563252461682,25.512676866677648,0.1476088724255,"[0.9934879306307363, 1.0685456725800972, 1.571922687120997]",0.5296271926022055,0.5205773934301227,[0.96818996 1.00535283 1.57968603]
20220501,102,3,20,9,54038.837662373655,2.172843070964708,-2.9131196782337416,-0.2115327884286904,3.623473078312831,15.164064857670274,1.0335809290847875,0.6426237382017875,1.0713709848906263,18.077184535904017,0.4447802657596058,0.6594312220151914,1.643758462523823,1.6336523461509105,1.2781441022634772,2.2033227148805743,11.125005590546817,0.31417022,1889.3975910654187,6743.29564869953,6988.208170062759,0.9649534593985872,"[36.91350554711935, 57.384404450875444, 37.7698158015991]","[37.75913500490673, 57.47396865093691, 36.63347971767338]",15.73840573067874,13.755222807383587,126.67910752916924,25.73974980717844,22.572742764041315,16.28954207845994,0.8769604573913189,0.6328554939534428,0.9135708516196288,1.094605851562738,0.0463246587432605,0.7624769223894277,1.0946058515627382,80371.9917641147,2.677162774873523,6.28644723884281,11.07397508284934,44.2052800588306,73.70686514157022,12.978587361811392,11.023737874362418,12.943665192839726,64.47225773519972,5.34488021146586,7.924319401519283,26.56648258161434,101.26094044120777,10.437176312401352,1.2478596028186135,5.974374899219514,0.1857348768073509,2.5607575043970527,26.594195593262008,64.61368197354852,7.817162480279098,0.1414242383488103,5.471657939310249,16.422687671309415,1.389150576735119,595948.27243194,3.887110314099337,34.55218716125341,5.07532165862114,2.5275311281303026,0.032932478645106,0.3199809933364663,0.7694630452414616,1.6260155674713723,0.7100432553070235,0.6875587962015038,0.6667928735244055,0.9760518120452584,0.9106163410964356,-0.0467991495059991,0.3915406609395511,0.4469238490473389,1.892288743926672,0.1311587565495328,3.472705391795095,0.3301944304098804,0.2194750841187588,3.784577487853344,2.496442715835069,0.9574119403573974,4.212121212121212,0.1276400367309458,8.370982552800735,31.87878787878788,314.72727272727275,2932.7272727272725,116.24773442558612,0.165058602731725,6.090909090909091,0.1845730027548209,0.3393017459892732,15.050499190498432,0.0515525799060859,4.574400937409145,0.110738255033557,233.18089990817265,4.996750807673495,0.0151675370186632,20.922259534127257,0.6366523338873487,"[0.9731497043942632, 1.4812515063111562, 0.9441386820316313]",0.4056190609889958,0.5205773934301227,[0.95135567 1.47894321 0.97342498]
20220501,102,3,20,10,73746.44348190757,2.034591807224894,-4.6713720768812745,-0.7875514526526882,4.147463038317494,23.60037568836948,1.0004237220176242,0.6297596884138645,1.601639085912655,28.27174776525075,0.7634417292015871,1.1318787077142731,1.920240134487189,2.686474550519782,1.6390468420761446,2.1868012631715192,13.015746318342805,0.3294036999999999,2196.2606037082337,6984.87752682853,8616.908324374224,0.8106013507270062,"[30.00387922438743, 52.69302540100225, 70.01143325441329]","[30.150946867194648, 53.86128355482432, 70.32948883036293]",18.48026110026509,15.618419390817053,481.0698079511216,33.78266488226792,22.17224429901183,14.520502807761153,0.6563201682366319,0.4298211185637631,0.8045865781877805,1.2428743246654217,0.0382875919022138,0.5208568146857406,1.2428743246654212,223226.7563688861,2.870116503388454,4.276683709044978,11.686074308367568,42.7139844302838,75.00310773485322,13.657786445904511,10.969581108551768,15.378482202723571,63.042092135633446,5.83302312067868,8.64804007871821,26.521801369812348,115.1226482749401,9.864773020827968,1.0780432284638757,3.738977724346534,0.163418553688824,1.927787092340284,28.962276875598835,62.849521572290335,8.71435033312965,-0.1925705633431095,6.311066541398844,17.368298099608754,0.993653589894446,1655198.495130744,9.53928400009309,28.88743419281331,3.6392110878651103,3.080290516296698,0.0341470156697846,0.293798733011046,0.9179521148757174,1.78154002857778,0.8386958018965402,0.6480755162332377,0.6157843995063583,0.97582474986178,0.9059649634279188,-0.0393420394802051,0.379111167550436,0.4295162587709042,3.0314261235917086,0.1003161243688993,3.866392902932724,0.3179933674135055,0.2295879559283797,6.062852247183418,2.6972745939724545,1.1904056008495103,9.128205128205128,0.1170282708744247,7.918639053254439,48.19230769230769,785.1025641025641,9107.666666666666,113.29874481460568,0.0820943735797631,19.33333333333333,0.2478632478632478,0.5028753739030276,26.17628556441137,0.0555250604391999,5.220843726046114,0.1054054054054054,695.0959894806049,7.282603385181791,0.005395710195087,27.05919126666795,0.2315542019589304,"[0.7770671925404222, 1.3881433502875946, 1.8125712163844199]",0.4762837025931541,0.5205773934301227,[0.77327688 1.35803434 1.80437411]
20220501,102,3,20,11,66035.68717086532,2.5143268599324218,-3.5148425103433696,-0.7746799276090468,3.9882973917048425,15.13428658208385,0.9231928404238232,0.6033574125954471,1.4771866445763573,18.64912909242722,0.7215699367725199,1.069799588258938,1.8170812746113656,2.44949933793346,1.5650876454478386,2.044174161087525,10.116680738119932,0.2310615749999999,3111.04938688954,9070.542779983676,12591.279105197498,0.7203829495161843,"[46.3669973127405, 77.47579139369637, 31.030540418199394]","[51.04017594200735, 73.67065068505538, 33.545503680952706]",22.988678614025755,18.587049734529533,1834.4057773233271,42.340887157726726,30.171747614082147,13.646408832572073,0.7125912950686994,0.3222986042247289,0.6760820460395267,1.479110421372638,0.0294915760007771,0.3090282688650178,1.4791104213726385,486097.1444288119,2.7954328002203246,5.312788335120483,9.214158413323725,37.71268499234471,95.49374397355491,9.89933155811214,6.35916825415469,14.40042290219954,113.5032545685758,5.6098767585320815,8.317203282199664,23.143876680037305,114.64415527509868,9.313891329498391,1.4964681764923922,9.859449813428926,0.1882970556064568,-0.0314084762122845,23.37334653008728,111.87758887815754,8.341218137096845,-1.6256656904182585,5.964705135680578,14.582212471793628,1.8382564871714249,3604349.5637965854,7.362029871603385,76.18811264523916,7.301509404955379,3.1223718545451025,0.0172565252364271,0.33223884079932,0.8403155840650125,1.7128011109497845,0.8589033942170451,0.670252381185261,0.645945201214315,0.9912017095033616,0.9431455316740114,-0.0524854795093215,0.4350774290402776,0.449012957426244,2.640586171047444,0.1102100138564801,3.893282777467815,0.3526991469486962,0.2414243428120716,5.281172342094888,2.7282059948052435,1.1718513823961676,20.181818181818183,0.1146694214876033,10.9310111053719,53.55113636363637,4914.625,32733.602272727272,1244.441967615002,0.0843908841744368,54.93181818181818,0.3121126033057851,0.5746716661047027,32.42324289488101,0.0548188094347754,5.361484827963425,0.0769903762029746,4745.920325413223,12.179688070717823,0.0021584426121839,63.19863193642614,0.3212230313719638,"[1.315436175212731, 1.8986815224283713, 0.8645536235571515]",0.5924771792242258,0.5205773934301227,[1.19499638 1.99674975 0.79973657]
20220501,102,3,20,12,95557.64117707912,1.99670594231262,-3.755472142577233,-1.0020442448905629,4.764652310547684,30.703608834341868,1.007250759783734,0.4303012024500924,1.8775280023701304,34.4590809769191,0.7895652635899921,1.1706094597985222,2.185836695376385,3.7633279657690473,1.9399298868178323,2.0626573705936444,11.494960392569787,0.33296718,3388.471533834497,13711.440581407443,16369.393894902263,0.8376266506530485,"[45.79470444698772, 70.7619094337724, 40.639594762187805]","[46.62545916797236, 71.32361131507855, 37.597168042587334]",23.025265192740733,15.370011428069397,33.94031073221694,37.945806133862064,26.5049318267032,21.241291144035387,0.6984943667608825,0.5597796781310199,0.817590193290937,1.223106647078083,0.0392195302244289,0.5465212095465282,1.2231066470780834,16275.286501908997,2.098522733526778,10.597786604020484,11.779300193912352,27.002188438115788,32.60004528658889,10.569002181656328,10.885720456964608,7.864381514890306,20.537255396751306,4.036866925211459,5.985058903318509,19.174985426486696,27.401205720972875,4.955026340918629,0.3428268157657897,2.360017799511863,0.2556066915041274,4.104736559350436,17.393929824320086,23.136049021870665,4.395142534483516,2.5987936251193644,3.3771067918378423,11.794278818004477,0.3802676882079754,120679.21500084248,2.82853596581648,1.6119624436964153,0.0505549400453575,0.853327849227432,0.0551207148429423,0.2931285740338427,0.4281200254389423,1.0875797335742434,0.2831734904728298,0.7923300241498169,0.7897740094021016,0.9551235240060282,0.8948870047010509,-0.0579235330839556,0.363647905808653,0.3945723318751801,1.6528215466810956,0.2320721294821632,2.377823460887914,0.3113290576946902,0.3546301954689608,3.305643093362191,1.859788154883912,0.3299470239705255,1.75,0.21875,1.9375,12.5,408.125,2889.375,123.53118055555557,0.2270138888888889,1.0,0.125,0.170286762969633,3.538823312075152,0.0137454928506875,2.9999999999999973,0.0683760683760683,194.234375,6.900166796757194,0.0396170837652473,1.793716652678277,0.1150980705438234,"[1.2016576068456775, 1.8381923012426133, 0.9689754005739486]",0.593420109147188,0.5205773934301227,[1.18024693 1.8237158  1.04738654]
20220501,102,3,20,13,58086.72913670837,2.348277557129256,-3.3789725893544853,-0.5259163805458135,3.632931789163442,15.681432259303197,1.0241748959435826,0.7333994101017722,1.2967688725961966,19.060404848657683,0.6167609279308195,0.914409751750233,1.7042113885417554,1.8554022393543703,1.362131505895951,1.909550880735024,10.221436499551764,0.2577922749999999,3301.728899374633,16309.699530454724,16837.37782725691,0.9686603043409786,"[37.99041780344676, 50.11082993291343, 85.26402975233682]","[38.966115355444856, 49.64407825587366, 85.20047619905033]",20.36940072321821,13.34043047346999,1459.7885501675034,31.60291237700394,29.176039039166657,24.73447071550213,0.9232072883382986,0.7826642817103251,0.941976395690515,1.0615977264132512,0.0485019173593757,0.835834052731086,1.0615977264132517,610681.8198900154,2.877076267605578,9.979790009945203,14.918880214474363,44.30964646146073,65.43246817838971,14.072733904234187,11.704895770027768,16.006248118924834,55.05828699519993,5.893844398012444,8.73821370449325,29.782092587869187,120.3532698923254,8.991041734161737,0.5742956333261229,3.006270164694665,0.1595009573971844,1.587190970661725,30.18402527751851,54.72904850496465,9.096443057946017,-0.3292384902352741,6.814101271749292,17.843629379465035,0.8009114009634392,4528129.359256977,10.090725911243284,32.30505374647385,4.017704199962608,3.318358035781893,0.0479061585838341,0.3450114504635704,0.8907966542407623,1.7572705251067329,0.8224426688921926,0.6547724297514508,0.6253819176083195,0.9703936000710668,0.8979851955944754,-0.0491184955204568,0.4232845796573507,0.4395292121326471,3.108878694854866,0.0929937718456934,3.920928323605919,0.3502050247526699,0.2088316415601514,6.217757389709731,2.748177238842686,1.2335798459701557,16.196969696969695,0.122704315886134,6.976584022038567,41.89393939393939,2705.454545454545,29850.18181818182,420.6132150962944,0.0648808282344947,22.10606060606061,0.1674701561065197,0.3993799749147851,18.04099579501616,0.021534779537529,5.612523006267251,0.0688216892596454,2494.324839302112,25.559731032886965,0.0020042711878586,20.21340815614205,0.0529585766572023,"[1.0042566821145749, 1.2794551589529577, 2.195834682563092]",0.5249716734748346,0.5205773934301227,[0.97911046 1.29148455 2.19747262]
20220501,102,3,20,14,86192.06904408851,2.2901046336024637,-6.150856356232393,-1.1162595918971578,4.424582561075096,20.524154793681344,0.9986965795272764,0.6577213016267166,1.6393790520743372,26.675011149913736,0.800990726849572,1.1875488516271753,2.0759584418298034,3.3122085942449435,1.8199474152417,1.9710478228267547,11.327475933628056,0.270280635,3880.44919392136,18139.043553195053,20785.16661504521,0.872691756055745,"[41.25641198234824, 42.25470505433837, 31.87110953264325]","[42.44028540030614, 43.09247002687768, 34.29768175613747]",21.786226322146227,14.60600636225056,2079.551911393183,35.49827482695295,33.40010515606134,22.5170338426396,0.9408937566369135,0.6343134688208278,0.8603563700230298,1.1623090556919249,0.042336645554494,0.6368470415113087,1.162309055691925,779735.5766032769,2.828480769947216,10.526118857513936,15.244883943946093,40.99049125028454,80.06691901790823,13.819263472733684,12.058488329792889,16.84613058847784,74.85139638257091,4.98636793569306,7.392789101458531,28.10406048843164,109.50409449054304,8.298984465725379,1.178093276983044,3.578774931377272,0.1632567446660801,1.747536463728672,27.959172063264973,74.71281449053402,8.7745706973677,-0.1385818920369027,6.771765467111225,17.334247529655695,0.7869791306122098,5781641.833566222,9.746016259483142,28.67044708211549,3.1300614355903478,2.853056111416011,0.0230212416298238,0.3438584834707139,0.8198867947302355,1.6756390058495791,0.7207958355347482,0.6729921824337672,0.6463095494978909,0.9837832076160594,0.9229734720022608,-0.0519035619083497,0.4256965846381464,0.4298768430323397,3.0628425979073883,0.0998842860005541,3.7521159004834512,0.3493626135622453,0.2071686141473498,6.125685195814777,2.66555668472848,1.0615165757809444,17.924050632911392,0.113443358436148,9.647973081236982,44.44303797468354,3831.006329113924,55141.66455696202,613.9565869254047,0.0924299500591843,33.54430379746835,0.2123057202371414,0.4636000224099332,24.251512698685488,0.0481073689374505,5.752638258792968,0.0608863198458574,3561.2568899214866,20.39389961267936,0.0015206741861446,36.85715036571736,0.1023539751294112,"[1.09379495018488, 1.1106034198830361, 0.8839391807586815]",0.5614869011831989,0.5205773934301227,[1.0632835  1.08901207 0.82140019]
20220501,102,3,20,15,65358.23200618783,1.716971387152932,-3.496531759363405,-0.5407014012754414,3.902720429551824,29.862676124746564,1.0338309756099122,0.5982952395960814,1.5007450287370732,33.35920788410997,0.6458318641588965,0.95751032180198,1.8077365959423928,2.1991051141788485,1.4829380007872377,2.151402882823651,16.723941770408324,0.4096083049999999,2073.503903546748,6951.750595360793,7940.369799906238,0.8754945639235696,"[50.28777354548389, 64.7047269629403, 79.62741748556451]","[48.19691701435313, 62.874096421337235, 79.3045289392657]",16.5904951519263,14.792258068585598,65.33126877365459,25.820411609060585,23.837905745446506,17.46752442497282,0.9232194322216613,0.6765006185588199,0.8495234842506189,1.1771304955531854,0.041539566543411,0.6130927310265275,1.1771304955531858,43374.13928901694,2.5286062452149025,9.324427222978484,11.896318154361406,34.14261198989325,41.64078346658422,11.992810936971576,9.819304309970708,12.683650030018912,37.86814624104905,4.036523489111589,5.984549724956842,24.48336087070505,59.80694258600303,6.541199033679916,-0.2037869817553722,3.337197678826091,0.1964557296832638,3.544918345573848,22.14137013635863,39.7497458871654,6.455441019855258,1.881599646116355,4.843874040244525,14.270054546355038,0.8732800726699067,321613.8210606494,3.344180989132832,8.059332126096873,1.388775746039537,1.815203078599996,0.0710345239185347,0.3667912650907848,0.6140142942523446,1.398374523109056,0.4639359567122402,0.7295937915743923,0.7156863744744378,0.9548475502871376,0.8846220372296828,-0.0652102756116438,0.4339047492531874,0.426983288084612,1.7608570632074154,0.1525592953700444,3.094457897059857,0.371419025599067,0.2942434382481304,3.5217141264148304,2.295611831136073,0.6640381472146103,2.8,0.14,5.0,21.0,365.85,2437.35,119.9080612244898,0.2616619189342403,3.6,0.18,0.4023062934534495,10.802390665701209,0.0486714422247176,3.984183719779183,0.0938967136150234,252.4275,14.525909151903578,0.0203659082705033,4.605866147370825,0.1478607335008603,"[1.2421581039697451, 1.6204266421497657, 2.0438810074527387]",0.4275795897007043,0.5205773934301227,[1.29604484 1.66760668 2.05220267]
